group_name	dmel_cre_id	tier1_scope	is_focal_tier1	is_singleton_tier1	species	role	expected_state	observed_class	alignment_status	target_chrom	target_start0	target_end0	best_peak_id	best_overlap_bp	best_overlap_fraction_lifted	best_overlap_fraction_peak	positional_peak	same_fbgn_peak_local	local_same_fbgn_peak_id	local_same_fbgn	best_local_same_fbgn_distance_bp	shared_fbgn_with_best_peak	gene_support_at_best_peak	species_qc
teissieri_group	DMEL_CRE_00115	secondary_only	no	yes	d_simulans	consensus	present	present	mapped	NC_052525.2	15973655	15974499	d_simulans_PEAK_00220	829	0.982227	0.998795	yes	yes	d_simulans_PEAK_00220	FBgn0030756	5157.0	FBgn0030756	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00115	secondary_only	no	yes	dtei	consensus	present	present	mapped	NC_053034.1	11901587	11902324	dtei_PEAK_00221	713	0.967436	0.838824	yes	yes	dtei_PEAK_00221	FBgn0030756	5841.0	FBgn0030756	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00115	secondary_only	no	yes	dsuz	discordant	turnover_candidate	turnover_candidate	mapped	NW_023496846.1	3595379	3595971		0	0.000000	0.000000	no	yes	dsuz_PEAK_00207	FBgn0030756	9280.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00151	secondary_only	no	yes	d_lutescens	consensus	present	present	mapped	contig_74	405002	405805	d_lutescens_PEAK_00302	590	0.734745	1.000000	yes	yes	d_lutescens_PEAK_00042	FBgn0262127	0.0	FBgn0038256|FBgn0262127	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00151	secondary_only	no	yes	d_simulans	consensus	present	present	mapped	NC_052523.2	11507095	11507970	d_simulans_PEAK_00008	875	1.000000	0.902062	yes	yes	d_simulans_PEAK_00008	FBgn0262127	0.0	FBgn0038256|FBgn0262127	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00151	secondary_only	no	yes	dtei	consensus	present	present	mapped	NC_053032.1	16804671	16805571	dtei_PEAK_00016	869	0.965556	0.835577	yes	yes	dtei_PEAK_00016	FBgn0262127	0.0	FBgn0038256|FBgn0262127	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00151	secondary_only	no	yes	dsuz	discordant	turnover_candidate	turnover_candidate	mapped	NW_023496834.1	337671	338498		0	0.000000	0.000000	no	yes	dsuz_PEAK_00250	FBgn0262127	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00152	secondary_only	no	yes	d_lutescens	consensus	turnover_candidate	turnover_candidate	mapped	contig_74	407078	407881		0	0.000000	0.000000	no	yes	d_lutescens_PEAK_00042	FBgn0262127	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00152	secondary_only	no	yes	dsuz	consensus	turnover_candidate	turnover_candidate	mapped	NW_023496834.1	335365	336172		0	0.000000	0.000000	no	yes	dsuz_PEAK_00250	FBgn0262127	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00152	secondary_only	no	yes	dtei	consensus	turnover_candidate	turnover_candidate	mapped	NC_053032.1	16802509	16803401		0	0.000000	0.000000	no	yes	dtei_PEAK_00016	FBgn0262127	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00152	secondary_only	no	yes	d_simulans	discordant	present	present	mapped	NC_052523.2	11505033	11505890	d_simulans_PEAK_00329	560	0.653442	1.000000	yes	yes	d_simulans_PEAK_00008	FBgn0262127	0.0	FBgn0038256|FBgn0262127	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00153	secondary_only	no	yes	d_lutescens	consensus	present	present	mapped	contig_74	410063	410978	d_lutescens_PEAK_00042	907	0.991257	0.985870	yes	yes	d_lutescens_PEAK_00042	FBgn0262127	0.0	FBgn0038256|FBgn0262127	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00153	secondary_only	no	yes	d_simulans	consensus	present	present	mapped	NC_052523.2	11502073	11502809	d_simulans_PEAK_00020	736	1.000000	0.782979	yes	yes	d_simulans_PEAK_00008	FBgn0262127	0.0	FBgn0038256|FBgn0262127	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00153	secondary_only	no	yes	dtei	consensus	present	present	mapped	NC_053032.1	16799461	16800251	dtei_PEAK_00243	580	0.734177	1.000000	yes	yes	dtei_PEAK_00016	FBgn0262127	0.0	FBgn0038256|FBgn0262127	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00153	secondary_only	no	yes	dsuz	discordant	turnover_candidate	turnover_candidate	mapped	NW_023496834.1	332054	332706		0	0.000000	0.000000	no	yes	dsuz_PEAK_00250	FBgn0262127	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00164	secondary_only	no	yes	d_simulans	consensus	turnover_candidate	turnover_candidate	mapped	NC_052523.2	7802448	7803071		0	0.000000	0.000000	no	yes	d_simulans_PEAK_00249	FBgn0004652	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00164	secondary_only	no	yes	dsuz	consensus	turnover_candidate	turnover_candidate	mapped	NW_023497053.1	1297915	1298521		0	0.000000	0.000000	no	yes	dsuz_PEAK_00021	FBgn0004652	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00164	secondary_only	no	yes	dtei	consensus	turnover_candidate	turnover_candidate	mapped	NC_053032.1	10896804	10897443		0	0.000000	0.000000	no	yes	dtei_PEAK_00095	FBgn0004652	13734.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00164	secondary_only	no	yes	d_lutescens	discordant	present	present	mapped	contig_435	865293	865908	d_lutescens_PEAK_00336	615	1.000000	0.946154	yes	yes	d_lutescens_PEAK_00336	FBgn0004652	0.0	FBgn0004652	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00203	secondary_only	no	yes	d_simulans	consensus	present	present	mapped	NC_052521.2	8675213	8675828	d_simulans_PEAK_00271	580	0.943089	1.000000	yes	yes	d_simulans_PEAK_00271	FBgn0033627	235.0	FBgn0033627|FBgn0041241	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00203	secondary_only	no	yes	dsuz	consensus	present	present	mapped	NW_023496807.1	8283065	8283704	dsuz_PEAK_00177	614	0.960876	0.959375	yes	no					discordant_fbgn	PASS
teissieri_group	DMEL_CRE_00203	secondary_only	no	yes	dtei	consensus	present	present	mapped	NC_053030.1	9478668	9479302	dtei_PEAK_00320	582	0.917981	0.661364	yes	yes	dtei_PEAK_00320	FBgn0033627	593.0	FBgn0033627	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00203	secondary_only	no	yes	d_lutescens	discordant	turnover_candidate	turnover_candidate	mapped	contig_247	1359172	1359758		0	0.000000	0.000000	no	yes	d_lutescens_PEAK_00295	FBgn0033627	1896.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00330	secondary_only	no	yes	d_simulans	consensus	present	present	mapped	NC_052522.2	17296534	17297356	d_simulans_PEAK_00010	822	1.000000	0.903297	yes	yes	d_simulans_PEAK_00010	FBgn0000567	0.0	FBgn0000567	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00330	secondary_only	no	yes	dsuz	consensus	present	present	mapped	NW_023496812.1	17698601	17699513	dsuz_PEAK_00217	723	0.792763	0.926923	yes	yes	dsuz_PEAK_00217	FBgn0000567	0.0	FBgn0000567	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00330	secondary_only	no	yes	dtei	consensus	present	present	mapped	NC_053031.1	16601167	16602088	dtei_PEAK_00020	908	0.985885	0.976344	yes	yes	dtei_PEAK_00020	FBgn0000567	0.0	FBgn0000567	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00330	secondary_only	no	yes	d_lutescens	discordant	turnover_candidate	turnover_candidate	mapped	contig_815	248703	249516		0	0.000000	0.000000	no	yes	d_lutescens_PEAK_00147	FBgn0000567	0.0		no_peak_at_locus	PASS
teissieri_group	DMEL_CRE_00331	secondary_only	no	yes	d_simulans	consensus	present	present	mapped	NC_052522.2	17312603	17313293	d_simulans_PEAK_00148	690	1.000000	0.945205	yes	yes	d_simulans_PEAK_00010	FBgn0000567	0.0	FBgn0000567|FBgn0036740	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00331	secondary_only	no	yes	dsuz	consensus	present	present	mapped	NW_023496812.1	17677732	17678487	dsuz_PEAK_00272	577	0.764238	0.945902	yes	yes	dsuz_PEAK_00217	FBgn0000567	0.0	FBgn0000567|FBgn0036740	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00331	secondary_only	no	yes	dtei	consensus	present	present	mapped	NC_053031.1	16583661	16584411	dtei_PEAK_00034	750	1.000000	0.815217	yes	yes	dtei_PEAK_00020	FBgn0000567	0.0	FBgn0000567|FBgn0036740	shared_fbgn	PASS
teissieri_group	DMEL_CRE_00331	secondary_only	no	yes	d_lutescens	discordant	turnover_candidate	turnover_candidate	mapped	contig_815	267053	267771		0	0.000000	0.000000	no	yes	d_lutescens_PEAK_00147	FBgn0000567	0.0		no_peak_at_locus	PASS
